1,张角,黄巾军首领，在乱世广集百姓的支持，组成黄巾军。,101,2
2,丘处机,全真七子之一，号长春真人，性格固执倔强。,102,2
3,华雄,董卓手下一员猛将，因汜水关一战而出名。,103,2
4,鹿杖客,玄冥二老之一，擅长使用阴毒武功，奸诈好色。,104,2
5,岳灵珊,华山派掌门人岳不群的女儿，令狐冲的师妹，性格乖巧可爱。,105,2
6,蔡文姬,汉末才女，精通音律，曾被匈奴掳走，后被曹操救回中原。,106,2
7,王语嫣,曼陀山庄王夫人的女儿，秀雅绝俗，饱览天下武学秘笈。,107,3
8,董卓,东汉末年权臣，掌控朝中大权，为人残忍嗜杀，倒行逆施。,108,3
9,鳌拜,清初权臣，军功赫赫，被封为公爵，号称“满洲第一勇士”。,109,3
10,太史慈,吴国的将领，弓马熟练，箭法精良，为人十分重信义。,110,3
11,梅超风,东邪黄药师的弟子，与陈玄风一起盗走《九阴真经》后背叛师门。,111,3
12,袁绍,东汉末年群雄之一，出身名门望族，是雄霸一方的诸侯。,112,3
13,许褚,魏国武将，对曹操忠心耿耿，十分勇猛，有“虎痴”的绰号。,113,3
14,灭绝师太,峨嵋派第三代掌门，武功高强，出手极狠，对弟子护短。,114,3
15,李莫愁,古墓派弟子，小龙女的师姐，为情所伤后性情大变，成为一代女魔头。,115,3
16,孙策,孙坚的长子，孙权的长兄，占据江东。十分勇武，被称为“小霸王”。,116,3
17,典韦,魏国将领，身材魁梧力气过人，被曹操誉为“古之恶来”。,117,3
18,天山童姥,天山派第一代掌门，爱慕其师弟无崖子，因练武功返老还童。,118,3
19,建宁公主,康熙帝的妹妹，刁蛮任性的小公主。,119,3
20,阿珂,陈圆圆的女儿，被九难师太养大，性格孤高冷傲。,120,3
21,张辽,魏国将领，勇猛非凡，擅长马术，多次立下战功。,121,3
22,颜良,袁绍部下的武将，有威名，常常与文丑一起出场。,122,3
23,左冷禅,嵩山派掌门，五岳盟主。自称武林正道，实则极其贪慕权利。,123,3
24,周伯通,“中原五绝”之一的中神通，外号老顽童，一把年纪仍如孩童顽皮。,124,3
25,李秋水,西夏王妃，爱慕其师兄无崖子，一生为情所困。,125,3
26,韦小宝,为人聪明圆滑，也很仗义，一次偶入皇宫结识康熙帝，封爵后归隐。,126,3
27,曹操,三国时期魏国武皇帝，精于兵法，乱世奸雄。,227,4
28,令狐冲,华山掌门的大弟子，平生好酒，侠义率真，武功超群。,228,4
29,张无忌,明教教主，武功超群，性格宽厚，有时优柔寡断。,229,4
30,孙权,三国时期吴国开国皇帝，文武双全，胆略超群。,230,4
31,无涯子,逍遥派掌门，武功修为极高，同门天山童姥、李秋水，弟子丁春秋、聪辩先生等。,231,4
32,任我行,日月神教的教主，狂妄自大，骄傲专横。,232,4
33,虚竹,少林寺的一个普通小和尚，机缘巧合成为无崖子的徒弟，后成为逍遥派掌门。,233,4
34,夏侯敦,魏国曹操帐下大将，为人刚烈，性情清俭。,234,4
35,双儿,韦小宝的大老婆，性格温柔善良，十分善解人意。,235,4
36,阿紫,大理王爷段正淳的女儿，阿朱的妹妹，性格刁蛮冷血，痴恋乔峰。,236,4
37,周瑜,东吴名将，精通军事，又善音律，因其相貌英俊而有“周郎”的美称。,237,4
38,貂蝉,三国第一美人，司徒王允的义女，国色天香，引得英雄竞折腰。,238,4
39,小龙女,古墓派掌门，杨过的师父，冷艳绝俗，飘逸如仙。,239,4
40,吕布,汉末名将，所谓“马中赤兔，人中吕布”，英勇无双。,240,4
41,黄蓉,黄药师的女儿，精通桃花岛武功，冰雪聪明，多才多艺。,241,4
42,黄月英,诸葛亮的妻子，文武双全，是足智多谋的女中豪杰。,242,4
43,赵云,蜀汉五虎将之一，白马银枪，被刘备誉为“一身都是胆”。,243,4
44,东方不败,日月神教教主，练就《葵花宝典》，武功无敌江湖。,244,4
45,关羽,蜀汉五虎上将之一。刘备结拜二弟，武艺非凡，为人忠义。,245,4
46,马超,蜀汉五虎上将之一。武力超群，相貌英俊，有着“锦马超”之名。,246,4
47,张飞,蜀汉五虎上将之一。刘备结拜三弟，性格火爆，勇武过人。,247,4
48,孙尚香,孙权的妹妹，嫁与刘备。巾帼不让须眉，擅长武艺。,248,4
49,大乔,乔公的女儿，与小乔并称“二乔”的美女，擅歌，嫁孙策为妻。,249,4
50,小乔,乔公的女儿，与大乔并称“二乔”的美人，擅舞，嫁周瑜为妻。,250,4
51,任盈盈,日月神教圣姑，教主任我行的女儿，擅长音律，性格外柔内刚，聪慧沉静。,251,4
52,乔峰,丐帮帮主，为人洒脱富于侠义。武功一流，时谓“北乔峰，南慕容”。,252,4
1001,鲍信,东汉末年讨伐董卓的诸路人马之一，后被曹操追记功绩，赐封其子。,1001,1
1002,鲍忠,东汉末年讨伐董卓的诸路人马之一，讨伐董卓时被鲍信军中任"秉中将军"。,1002,1
1003,,三国武将，十分勇武，擅长使用刀。,,
1004,,三国武将，十分勇武，擅长使用刀。,,
1005,,三国武将，十分勇武，擅长使用刀。,,
1006,,三国武将，十分勇武，擅长使用刀。,,
1007,,三国武将，十分勇武，擅长使用刀。,,
1008,,三国武将，十分勇武，擅长使用刀。,,
1009,,三国武将，十分勇武，擅长使用刀。,,
1010,,三国武将，十分勇武，擅长使用刀。,,
1011,程旷,汉灵帝时的宦官集团，人称“十常侍”的人物之一。,1011,1
1012,程远志,黄巾军将领，曾率领五万人马与刘备军队作战。,1012,1
1013,程普,辅佐东吴三代君主，功勋卓著，诸将中年岁最长，被人们尊称为"程公"。,1013,1
1014,程昱,魏国名臣，本名程立，因梦中於泰山捧日，更名程昱。,1014,1
1015,秦老五,东汉末年勤快本分的耕田者。,1015,1
1016,,三国武将，天生蛮力，擅长使用双锤。,,
1017,曹节,东汉宦官，"十常侍"之一。汉灵帝时掌握朝中大权。,1017,1
1018,曹德,曹操同父异母的弟弟，是曹氏家族子一辈学识最高的。,1018,1
1019,曹豹,东汉末年，徐州牧陶谦的部将，在徐州小有名气。,1019,1
1020,曹昂,曹操长子，聪明且性情谦和，为曹操所喜爱。,1020,1
1021,蔡阳,魏国名将，武艺高强，力大无比，有万夫不挡之勇。,1021,1
1022,,三国武将，天生蛮力，擅长使用双锤。,,
1023,,三国武将，天生蛮力，擅长使用双锤。,,
1024,,三国武将，天生蛮力，擅长使用双锤。,,
1025,丁管,东汉末年尚书，在董卓下诏废帝时，直言不讳乃大丈夫也。,1025,1
1026,丁奉,吴国将领，年少时以骁勇为小将，经常奋勇杀敌，屡立功勋。,1026,1
1027,丁斐,魏国前期将领，为人坚毅稳重，有才干谋略。,1027,1
1028,邓芝,蜀国名将，曾出使吴国，使蜀吴修好，晚年封侯。,1028,1
1029,,三国武将，天生蛮力，擅长使用双锤。,,
1030,邓三炮,东汉末年为人耿直的捕快。,1030,1
1031,,三国武将，威猛强悍，擅长使用铁戟。,,
1032,,三国武将，威猛强悍，擅长使用铁戟。,,
1033,戴员,三国郡丞，与丹阳大都督妫览欲求谋反。,1033,1
1034,,三国武将，威猛强悍，擅长使用铁戟。,,
1035,,三国武将，威猛强悍，擅长使用铁戟。,,
1036,傅婴,吴国将领，平定谋反份子后封为牙门将。,1036,1
1037,,三国武将，威猛强悍，擅长使用铁戟。,,
1038,,三国武将，威猛强悍，擅长使用铁戟。,,
1039,,三国武将，威猛强悍，擅长使用铁戟。,,
1040,,三国武将，威猛强悍，擅长使用铁戟。,,
1041,,三国武将，威猛强悍，擅长使用铁戟。,,
1042,,三国武将，威猛强悍，擅长使用铁戟。,,
1043,,三国武将，威猛强悍，擅长使用铁戟。,,
1044,,三国武将，威猛强悍，擅长使用铁戟。,,
1045,,三国武将，十分勇武，擅长使用刀。,,
1046,郭常,三国人物，关云长过五关斩六将之后，曾经露宿在其家。,1046,1
1047,郭恩,东汉末年袁绍帐下谋士，曾游说韩馥让出冀州给袁绍。,1047,1
1048,郭淮,魏国名将，智勇双全，曾参与过多次对蜀的抵御战争。,1048,1
1049,公孙越,东汉末地方割据首领公孙瓒从弟。,1049,1
1050,,三国武将，十分勇武，擅长使用刀。,,
1051,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1052,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1053,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1054,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1055,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1056,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1057,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1058,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1059,南希仁,江南七怪中的老四。樵夫打扮，身体壮实，在七怪里颇有威信。,1059,1
1060,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1061,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1062,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1063,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1064,白寒枫,武功颇高，与他哥哥白寒松并称为“白氏双木”，是沐王府中的好手之一。,1064,1
1065,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1066,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1067,罕贴摩,蒙古使者，粗狂憨厚，曾被韦小宝冒充是吴三桂儿子所欺骗。,1067,1
1068,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1069,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1070,,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,
1071,章老三,东汉末年手艺了得的打铁匠。,1071,1
1072,,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,
1073,,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,
1074,方证,大内侍卫总管，与少林派方丈同名，武功高强，保护着皇上的安全。,1074,1
1075,王家骏,擅长使刀，中州大侠金刀门掌门人王元霸的孙子。,1075,1
1076,,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,
1077,刘正风,衡山派，酷爱音律，擅长吹箫，与曲洋合奏《笑傲江湖》之曲。,1077,1
1078,,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,
1079,,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,
1080,,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,
1081,,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,
1082,,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,
1083,,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,
1084,,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,
1085,,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,
1086,,江湖人士，精通多路剑法。,,
1087,,江湖人士，精通多路剑法。,,
1088,,江湖人士，精通多路剑法。,,
1089,,江湖人士，精通多路剑法。,,
1090,,江湖人士，精通多路剑法。,,
1091,,江湖人士，精通多路剑法。,,
1092,,江湖人士，精通多路剑法。,,
1093,,江湖人士，精通多路剑法。,,
1094,宋远桥,武当七侠之首，武功高强，处事又极公道，在江湖上的声望地位也非常高。,1094,1
1095,周五输,东汉末年一赌就输的大赌徒。,1095,1
1096,,江湖人士，精通多路剑法。,,
1097,,江湖人士，精通多路剑法。,,
1098,,江湖人士，精通多路剑法。,,
1099,,江湖人士，精通多路剑法。,,
1100,,江湖人士，精通多路剑法。,,
9999,主角,主角,,
53,郭靖,宋代忠良之子，单纯刚直，崇尚节义，爱国爱民，堪称“侠之大者”。,253,4
54,段誉,大理镇南王之子，斯文俊美，与萧峰、虚竹结义，后成为大理皇帝。,254,4
55,杨过,杨康与穆念慈之子，英俊非常，深情至性，后与其师父小龙女结为夫妇。,255,4
56,司马懿,曹魏大都督，是辅佐了魏国三代的重臣，后成为掌控魏国朝政的权臣。,256,4
57,刘备,三国时期蜀汉开国皇帝，以仁德为怀，礼贤下士。,257,4
58,诸葛亮,蜀国的丞相，追随刘备，智谋超群，人称“卧龙”。,258,4
59,魏延,三国时期蜀汉武将，能征惯战，且智能决策，忍辱负重，多立战功。,259,4
60,郭嘉,三国时期曹操帐下谋士，才识超群，足智多谋。,260,4
61,黄忠,蜀汉五虎上将之一，老当益壮，身经百战。,261,4
62,洪七公,“中原五绝”中的北丐，又称“九指神丐”，丐帮帮主，贪吃美食，为人和蔼正义。,262,4
63,周芷若,峨眉派掌门，灭绝师太的徒弟，秀若兰芝，爱慕张无忌，后因情伤变得心狠毒辣。,263,4
64,郭襄,郭靖与黄蓉的小女儿，善良纯真，冰雪聪明，后出家成为峨眉派开山祖师。,264,4
65,赵敏,汝阳王之女，即绍敏郡主，心思机敏，睿智无双，钟情于张无忌。,265,4
66,甄姬,三国时期美人，姿容绝色，即《洛神赋》中的洛水之神。,266,4
67,祝融夫人,南蛮大王孟获之妻，传说为火神祝融氏之后裔，艳丽健美，武艺超群。,267,4
68,小昭,张无忌的婢女，痴心恋慕张无忌，后成为明教波斯总教教主。,268,4
69,香香公主,维族公主，本名喀丝丽，姿容美貌绝伦，圣洁温婉，天真无邪，爱慕陈家洛。,269,4
70,于吉,三国时期修士，千变万化，道法高强，尤其擅长法术咒语。,270,4
71,虞姬,秦末时期美人，容貌美艳，舞姿动人，是西楚霸王项羽的爱姬。,271,4
72,熊猫,人称“神龙大侠”的大熊猫，精通武学，与众多伙伴共同生活在世外山谷。,272,4
501,前田利家,加贺藩之祖，丰臣政权下五大元老之一。,601,2
502,前田庆次,前田利家的侄子，号称“战国第一倾奇者”。,602,2
503,立花誾千代,自幼生的十分美丽，因立花道雪让位而成为家督。,603,2
504,阿国,她所表演的歌舞伎在大阪等地引起强烈反响，甚得民众欢迎，是歌舞伎的创始人。,604,3
505,柴田胜家,尾张织田家的谱代重臣。因在信长麾下屡立战功，成为家臣团的领袖。,605,3
506,稻姬,本多忠胜之女，本名本多小松，又叫稻姬。,606,3
507,石田三成,随同父兄成为长滨城城主羽柴秀吉的家臣。跟随丰臣秀吉攻略中国地方参与了小谷城之战和高松城之战。,607,3
508,岛津义弘,率领勇猛的萨摩军团,辅助父贵久、兄岛津义久统一九州，人称"鬼岛津"的名将。 ,608,3
509,岛左近,出身众说，前半生成谜的人物。初为筒井顺庆的家老，智勇兼备，与另一家老松仓重信齐名，称为左近和右近。,609,3
510,浅井长政,先是娶了阿市为妻，后又因帮助朝仓家对抗织田家而败战，最终切腹自杀。,610,3
511,毛利元就,领导安艺毛利氏从地方小势力发展成统治中国地方10个分国的势力。以离间计闻名，后人称其为战国第一智将。,611,3
512,今川义元,今川家第九代家督。多年征战，成为掌握骏河、远江、三河三国的强势大名。,612,3
513,伊达政宗,小时因生天花而导致一目失明，被人称为“独眼龙”。,613,3
514,北条氏康,以杰出的军事及政治才能闻名，与“越后之龙”、“甲斐之虎”齐名，被称为“相模之狮”。,614,3
515,武田信玄,号称“战国第一兵法家”，又被称为“甲斐之虎”。,715,4
516,宫本武藏,著名剑术家，因与佐佐木小次郎决战而一举成名。,716,4
517,服部半藏,于本能寺之变时护送德川家康一路长途跋涉逃离险境，为日后德川家取得天下立下了功劳。,717,4
518,直江兼续,上杉氏家老，擅长使用重锤作为武器，是日本七柱枪之一。,718,4
519,德川家康,“海道第一弓”，开创了江户幕府时代。,719,4
520,上杉谦信,越后之龙上杉谦信，多次与武田信玄、北条氏康交战，被称为军神。,720,4
521,浓姬,斋藤道三之女，后嫁给织田信长做正室，被称为“浓姬”。,721,4
522,宁宁,丰臣秀吉之妻，在丰臣秀吉统一全国的时候发挥了很大作用，是为有名的贤内助。,722,4
523,阿市,织田信长之妹，是战国时代第一美女。,723,4
524,织田信长,“尾张的大傻瓜”，在即将统一日本之前被明智光秀叛变而死。,724,4
525,丰臣秀吉,原为下级足轻，后来经过努力统一全日本，成就了一番霸业。,725,4
526,真田幸村,日本战国末期名将，在大阪夏之阵中战死。,726,4
527,本多忠胜,“战国第一猛将”，是德川四天王之首，生平出入五十六场战役未曾受伤。,727,4
528,明智光秀,织田信长重要将领，但是后来却背叛了信长，发动了本能寺之变。,728,4
529,松姬,油川夫人之女,曾嫁给织田信忠。后得知信忠在二条御所战死的消息后,剃发出家。,629,3
1551,李春来,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1552,何望海,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1553,姚伯当,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1554,唐光雄,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1555,程青霜,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1556,易大彪,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1557,刘玄处,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1558,余兆兴,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1559,南希仁,江南七怪中的老四。樵夫打扮，身体壮实，在七怪里颇有威信。,1559,1
1560,彭连虎,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1561,马博仁,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1562,王潭,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1563,王进宝,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1564,白寒枫,武功颇高，与他哥哥白寒松并称为“白氏双木”，是沐王府中的好手之一。,1564,1
1565,归钟,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1566,吕留良,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1567,罕贴摩,蒙古使者，粗狂憨厚，曾被韦小宝冒充是吴三桂儿子所欺骗。,1567,1
1568,吴立身,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1569,洪朝,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1570,向望海,江湖人士，精通多路剑法，潜心练武等待一战成名的机会。,,1
1571,章老三,东汉末年手艺了得的打铁匠。,1571,1
1572,樊纲,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,1
1573,万大平,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,1
1574,方证,大内侍卫总管，与少林派方丈同名，武功高强，保护着皇上的安全。,1574,1
1575,王家骏,擅长使刀，中州大侠金刀门掌门人王元霸的孙子。,1575,1
1576,申人俊,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,1
1577,刘正风,衡山派，酷爱音律，擅长吹箫，与曲洋合奏《笑傲江湖》之曲。,1577,1
1578,迟百诚,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,1
1579,吴天德,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,1
1580,易国梓,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,1
1581,高明根,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,1
1582,黄国柏,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,1
1583,鲍大楚,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,1
1584,王志坦,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,1
1585,史仲猛,大内侍卫，武功了得，白天巡视皇宫，夜里行走江湖。,,1
1586,祁志诚,江湖人士，精通多路剑法。,,1
1587,张一氓,江湖人士，精通多路剑法。,,1
1588,崔志方,江湖人士，精通多路剑法。,,1
1589,卜泰,江湖人士，精通多路剑法。,,1
1590,王保保,江湖人士，精通多路剑法。,,1
1591,祁天彪,江湖人士，精通多路剑法。,,1
1592,吴良,江湖人士，精通多路剑法。,,1
1593,吴劲草,江湖人士，精通多路剑法。,,1
1594,宋远桥,武当七侠之首，武功高强，处事又极公道，在江湖上的声望地位也非常高。,1594,1
1595,周五输,东汉末年一赌就输的大赌徒。,1595,1
1596,赵一伤,江湖人士，精通多路剑法。,,1
1597,高则成,江湖人士，精通多路剑法。,,1
1598,殷无禄,江湖人士，精通多路剑法。,,1
1599,清风,江湖人士，精通多路剑法。,,1
1600,鲜于通,江湖人士，精通多路剑法。,,1
